phone,price,double_num,category 
0911631282,999,"91,11,16,63,31,12,28,82,","การงาน,ประมาท,ชีวิตอุปสรรค,การเรียน,การเงิน,ความเครียด,"
0919916136,900,"91,19,99,91,16,61,13,36,","การงาน,ความมั่นคง,การเรียน,ประมาท,การเงิน,"
0912698135,13299,"91,12,26,69,98,81,13,35,","การงาน,ประมาท,ความเครียด,การเงิน,ความรัก,ความมั่นคง,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,"
0991677530,200,"99,91,16,67,77,75,53,30,","ความมั่นคง,การงาน,การเรียน,ชีวิตอุปสรรค,ความเครียด,มีปัญหาด้านการเงิน,ประมาท,ปัญหาด้านสุขภาพ,"
0912964665,24900,"91,12,29,96,64,46,66,65,","การงาน,ประมาท,ความเครียด,การเงิน,ความรัก,"
0990903405,65,"99,90,09,90,03,34,40,05,","ความมั่นคง,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,ประมาท,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0991538800,200,"99,91,15,53,38,88,80,00,","ความมั่นคง,การงาน,การเงิน,ความรัก,การเรียน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ประมาท,ความเครียด,ปัญหาด้านสุขภาพ,"
0910047055,657,"91,10,00,04,47,70,05,55,","การงาน,ประมาท,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านสุขภาพ,"
0912068090,45000,"91,12,20,06,68,80,09,90,","การงาน,ประมาท,ความเครียด,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ปัญหาด้านสุขภาพ,ชีวิตอุปสรรค,"
0919324968,1890,"91,19,93,32,24,49,96,68,","การงาน,การเรียน,ความรัก,การเงิน,มีปัญหาด้านการเงิน,"
0919403358,489,"91,19,94,40,03,33,35,58,","การงาน,ชีวิตอุปสรรค,ประมาท,ปัญหาด้านสุขภาพ,"
0912186467,54999,"91,12,21,18,86,64,46,67,","การงาน,ประมาท,ความเครียด,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความรัก,"
9906561650,150,"90,06,65,56,61,16,65,50,","ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,การงาน,การเรียน,"
0991285477,1350,"99,91,12,28,85,54,47,77,","ความมั่นคง,การงาน,ประมาท,ความเครียด,การเงิน,การเรียน,ชีวิตอุปสรรค,"
0912973767,24500,"91,12,29,97,73,37,76,67,","การงาน,ประมาท,ความเครียด,การเงิน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,"
0919392866,690,"91,19,93,39,92,28,86,66,","การงาน,การเรียน,การเงิน,มีปัญหาด้านการเงิน,"
0991278887,2400,"99,91,12,27,78,88,88,87,","ความมั่นคง,การงาน,ประมาท,ความเครียด,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0915607864,110,"91,15,56,60,07,78,86,64,","การงาน,การเงิน,ความรัก,การเรียน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,"
0912964778,8499,"91,12,29,96,64,47,77,78,","การงาน,ประมาท,ความเครียด,การเงิน,ความรัก,ชีวิตอุปสรรค,"
0911300740,3759,"91,11,13,30,00,07,74,40,","การงาน,ประมาท,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,มีปัญหาด้านการเงิน,ความเครียด,"
0911185065,1760,"91,11,11,18,85,50,06,65,","การงาน,ประมาท,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านสุขภาพ,ปัญหาด้านความรัก,"
0916354078,170,"91,16,63,35,54,40,07,78,","การงาน,การเรียน,การเงิน,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,"
0919295695,300,"91,19,92,29,95,56,69,95,","การงาน,การเงิน,"
0912388496,15999,"91,12,23,38,88,84,49,96,","การงาน,ประมาท,ความเครียด,ความรัก,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,"
0912683182,13800,"91,12,26,68,83,31,18,82,","การงาน,ประมาท,ความเครียด,การเงิน,ความรัก,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,"
0991759030,300,"99,91,17,75,59,90,03,30,","ความมั่นคง,การงาน,ชีวิตอุปสรรค,ความเครียด,มีปัญหาด้านการเงิน,ปัญหาด้านสุขภาพ,ประมาท,"
0912246829,30000,"91,12,22,24,46,68,82,29,","การงาน,ประมาท,ความเครียด,ความรัก,มีปัญหาด้านการเงิน,"
0990696981,279,"99,90,06,69,96,69,98,81,","ความมั่นคง,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0919550083,900,"91,19,95,55,50,00,08,83,","การงาน,การเงิน,ปัญหาด้านสุขภาพ,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านความรัก,"
0912276457,31850,"91,12,22,27,76,64,45,57,","การงาน,ประมาท,ความเครียด,ความรัก,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,การเรียน,"
0919280176,249,"91,19,92,28,80,01,17,76,","การงาน,การเงิน,ความเครียด,ปัญหาด้านสุขภาพ,ประมาท,ชีวิตอุปสรรค,"
0912587280,11199,"91,12,25,58,87,72,28,80,","การงาน,ประมาท,ความเครียด,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ปัญหาด้านสุขภาพ,"
0912838701,8600,"91,12,28,83,38,87,70,01,","การงาน,ประมาท,ความเครียด,การเงิน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,"
0991209882,999,"99,91,12,20,09,98,88,82,","ความมั่นคง,การงาน,ประมาท,ความเครียด,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,"
0991287779,2000,"99,91,12,28,87,77,77,79,","ความมั่นคง,การงาน,ประมาท,ความเครียด,การเงิน,ชีวิตอุปสรรค,"
0916843444,272,"91,16,68,84,43,34,44,44,","การงาน,การเรียน,มีปัญหาด้านการเงิน,ชีวิตอุปสรรค,ปัญหาด้านความรัก,ความเครียด,"
0912517134,17000,"91,12,25,51,17,71,13,34,","การงาน,ประมาท,ความเครียด,การเงิน,ความรัก,การเรียน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0916500009,24999,"91,16,65,50,00,00,00,09,","การงาน,การเรียน,การเงิน,ปัญหาด้านสุขภาพ,มีปัญหาด้านการเงิน,ความเครียด,ชีวิตอุปสรรค,"
0919930749,350,"91,19,99,93,30,07,74,49,","การงาน,ความมั่นคง,การเรียน,ประมาท,ปัญหาด้านสุขภาพ,ชีวิตอุปสรรค,"
0913642444,343,"91,13,36,64,42,24,44,44,","การงาน,ประมาท,การเงิน,ความรัก,"
0990151726,129,"99,90,01,15,51,17,72,26,","ความมั่นคง,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,ประมาท,การเงิน,ความรัก,การเรียน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0911291397,903,"91,11,12,29,91,13,39,97,","การงาน,ประมาท,ชีวิตอุปสรรค,ความเครียด,การเรียน,การเงิน,"
0912288100,58800,"91,12,22,28,88,81,10,00,","การงาน,ประมาท,ความเครียด,ความรัก,การเงิน,มีปัญหาด้านการเงิน,ชีวิตอุปสรรค,"
0912964891,8400,"91,12,29,96,64,48,89,91,","การงาน,ประมาท,ความเครียด,การเงิน,ความรัก,ชีวิตอุปสรรค,ปัญหาด้านความรัก,"
0919420491,249,"91,19,94,42,20,04,49,91,","การงาน,ความรัก,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,"
0919254491,1290,"91,19,92,25,54,44,49,91,","การงาน,การเงิน,การเรียน,"
0912962664,21000,"91,12,29,96,62,26,66,64,","การงาน,ประมาท,ความเครียด,การเงิน,ความรัก,"
0991801117,350,"99,91,18,80,01,11,11,17,","ความมั่นคง,การงาน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านสุขภาพ,ประมาท,"
0912014146,74000,"91,12,20,01,14,41,14,46,","การงาน,ประมาท,ความเครียด,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,การเรียน,"
0992403021,150,"99,92,24,40,03,30,02,21,","ความมั่นคง,การงาน,ความรัก,ชีวิตอุปสรรค,ประมาท,ปัญหาด้านสุขภาพ,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ความเครียด,"
9192424306,1800,"19,92,24,42,24,43,30,06,","การงาน,ความรัก,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านความรัก,ประมาท,ปัญหาด้านสุขภาพ,"
0912091528,11000,"91,12,20,09,91,15,52,28,","การงาน,ประมาท,ความเครียด,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,การเรียน,"
0914350615,549,"91,14,43,35,50,06,61,15,","การงาน,การเงิน,การเรียน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านความรัก,ปัญหาด้านสุขภาพ,"
0912351347,16500,"91,12,23,35,51,13,34,47,","การงาน,ประมาท,ความเครียด,ความรัก,การเงิน,การเรียน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0991155070,399,"99,91,11,15,55,50,07,70,","ความมั่นคง,การงาน,ประมาท,ชีวิตอุปสรรค,การเงิน,ความรัก,การเรียน,ปัญหาด้านสุขภาพ,"
0990090927,650,"99,90,00,09,90,09,92,27,","ความมั่นคง,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,มีปัญหาด้านการเงิน,การงาน,ปัญหาด้านความรัก,"
0919558416,489,"91,19,95,55,58,84,41,16,","การงาน,การเงิน,ชีวิตอุปสรรค,ปัญหาด้านความรัก,การเรียน,"
0910155156,1950,"91,10,01,15,55,51,15,56,","การงาน,ประมาท,ชีวิตอุปสรรค,การเงิน,ความรัก,การเรียน,"
0991289691,1100,"99,91,12,28,89,96,69,91,","ความมั่นคง,การงาน,ประมาท,ความเครียด,การเงิน,"
0919473852,500,"91,19,94,47,73,38,85,52,","การงาน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0919399100,2390,"91,19,93,39,99,91,10,00,","การงาน,การเรียน,ความมั่นคง,ประมาท,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,"
0919201134,690,"91,19,92,20,01,11,13,34,","การงาน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ประมาท,ชีวิตอุปสรรค,ความเครียด,"
0991249272,1899,"99,91,12,24,49,92,27,72,","ความมั่นคง,การงาน,ประมาท,ความเครียด,ความรัก,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0990123485,279,"99,90,01,12,23,34,48,85,","ความมั่นคง,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,ประมาท,ความรัก,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0916666523,1850,"91,16,66,66,66,65,52,23,","การงาน,การเรียน,การเงิน,ความรัก,"
0919233752,590,"91,19,92,23,33,37,75,52,","การงาน,ความรัก,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,"
0912946719,7500,"91,12,29,94,46,67,71,19,","การงาน,ประมาท,ความเครียด,ความรัก,ชีวิตอุปสรรค,"
0991871139,200,"99,91,18,87,71,11,13,39,","ความมั่นคง,การงาน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,ประมาท,การเรียน,"
9191583593,1149,"19,91,15,58,83,35,59,93,","การงาน,การเงิน,ความรัก,การเรียน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0991269134,2000,"99,91,12,26,69,91,13,34,","ความมั่นคง,การงาน,ประมาท,ความเครียด,การเงิน,ความรัก,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0912497110,21000,"91,12,24,49,97,71,11,10,","การงาน,ประมาท,ความเครียด,ความรัก,การเงิน,ชีวิตอุปสรรค,"
9921117939,999,"92,21,11,11,17,79,93,39,","การงาน,ประมาท,ความเครียด,ชีวิตอุปสรรค,การเงิน,การเรียน,"
0912875359,21900,"91,12,28,87,75,53,35,59,","การงาน,ประมาท,ความเครียด,การเงิน,มีปัญหาด้านการเงิน,"
9901902906,900,"90,01,19,90,02,29,90,06,","ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,ประมาท,การงาน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0912480496,12990,"91,12,24,48,80,04,49,96,","การงาน,ประมาท,ความเครียด,ความรัก,ชีวิตอุปสรรค,ปัญหาด้านความรัก,ปัญหาด้านสุขภาพ,การเงิน,"
0919245537,590,"91,19,92,24,45,55,53,37,","การงาน,ความรัก,การเงิน,การเรียน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,"
0912549199,10200,"91,12,25,54,49,91,19,99,","การงาน,ประมาท,ความเครียด,การเงิน,การเรียน,ความมั่นคง,"
0919727282,900,"91,19,97,72,27,72,28,82,","การงาน,การเงิน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0919377081,590,"91,19,93,37,77,70,08,81,","การงาน,การเรียน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านสุขภาพ,"
0991285270,1850,"99,91,12,28,85,52,27,70,","ความมั่นคง,การงาน,ประมาท,ความเครียด,การเงิน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ปัญหาด้านสุขภาพ,"
0919217490,189,"91,19,92,21,17,74,49,90,","การงาน,ประมาท,ความเครียด,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,"
0991246860,2600,"99,91,12,24,46,68,86,60,","ความมั่นคง,การงาน,ประมาท,ความเครียด,ความรัก,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0919646412,1899,"91,19,96,64,46,64,41,12,","การงาน,การเงิน,ความรัก,การเรียน,ประมาท,ความเครียด,"
0912090373,11499,"91,12,20,09,90,03,37,73,","การงาน,ประมาท,ความเครียด,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,"
0990115185,50,"99,90,01,11,15,51,18,85,","ความมั่นคง,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,ประมาท,การเงิน,ความรัก,การเรียน,มีปัญหาด้านการเงิน,"
0991162256,165,"99,91,11,16,62,22,25,56,","ความมั่นคง,การงาน,ประมาท,ชีวิตอุปสรรค,การเรียน,การเงิน,ความรัก,"
0919447255,690,"91,19,94,44,47,72,25,55,","การงาน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0991244609,1100,"99,91,12,24,44,46,60,09,","ความมั่นคง,การงาน,ประมาท,ความเครียด,ความรัก,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,"
0919234375,489,"91,19,92,23,34,43,37,75,","การงาน,ความรัก,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านความรัก,"
0912959538,14400,"91,12,29,95,59,95,53,38,","การงาน,ประมาท,ความเครียด,การเงิน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0916843008,216,"91,16,68,84,43,30,00,08,","การงาน,การเรียน,มีปัญหาด้านการเงิน,ชีวิตอุปสรรค,ปัญหาด้านความรัก,ความเครียด,ประมาท,ปัญหาด้านสุขภาพ,"
0919246469,890,"91,19,92,24,46,64,46,69,","การงาน,ความรัก,การเงิน,"
0919448592,489,"91,19,94,44,48,85,59,92,","การงาน,ชีวิตอุปสรรค,ปัญหาด้านความรัก,การเงิน,"
0912967353,12000,"91,12,29,96,67,73,35,53,","การงาน,ประมาท,ความเครียด,การเงิน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,"
0919423254,590,"91,19,94,42,23,32,25,54,","การงาน,ความรัก,การเงิน,การเรียน,"
0919460603,798,"91,19,94,46,60,06,60,03,","การงาน,ความรัก,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ประมาท,ปัญหาด้านสุขภาพ,"
0912283025,23000,"91,12,22,28,83,30,02,25,","การงาน,ประมาท,ความเครียด,ความรัก,การเงิน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ปัญหาด้านสุขภาพ,"
0991425830,200,"99,91,14,42,25,58,83,30,","ความมั่นคง,การงาน,การเงิน,การเรียน,ความรัก,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ประมาท,ปัญหาด้านสุขภาพ,"
0992402995,50,"99,92,24,40,02,29,99,95,","ความมั่นคง,การงาน,ความรัก,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0913688626,290,"91,13,36,68,88,86,62,26,","การงาน,ประมาท,การเงิน,มีปัญหาด้านการเงิน,ความรัก,"
0992400104,249,"99,92,24,40,00,01,10,04,","ความมั่นคง,การงาน,ความรัก,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,ประมาท,"
0912013311,24900,"91,12,20,01,13,33,31,11,","การงาน,ประมาท,ความเครียด,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,"
0990151734,129,"99,90,01,15,51,17,73,34,","ความมั่นคง,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,ประมาท,การเงิน,ความรัก,การเรียน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0990423134,200,"99,90,04,42,23,31,13,34,","ความมั่นคง,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,ความรัก,ประมาท,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0913244391,740,"91,13,32,24,44,43,39,91,","การงาน,ประมาท,ความรัก,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านความรัก,การเรียน,"
0916397035,210,"91,16,63,39,97,70,03,35,","การงาน,การเรียน,การเงิน,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,ประมาท,"
0918500711,555,"91,18,85,50,00,07,71,11,","การงาน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านสุขภาพ,ความเครียด,ประมาท,"
0915309395,376,"91,15,53,30,09,93,39,95,","การงาน,การเงิน,ความรัก,การเรียน,ประมาท,ปัญหาด้านสุขภาพ,ชีวิตอุปสรรค,ความเครียด,"
0911197150,999,"91,11,11,19,97,71,15,50,","การงาน,ประมาท,ชีวิตอุปสรรค,การเงิน,ความเครียด,ความรัก,การเรียน,ปัญหาด้านสุขภาพ,"
0991207353,2600,"99,91,12,20,07,73,35,53,","ความมั่นคง,การงาน,ประมาท,ความเครียด,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,"
0912701488,8850,"91,12,27,70,01,14,48,88,","การงาน,ประมาท,ความเครียด,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ปัญหาด้านสุขภาพ,การเรียน,"
0991210276,1299,"99,91,12,21,10,02,27,76,","ความมั่นคง,การงาน,ประมาท,ความเครียด,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0916370294,300,"91,16,63,37,70,02,29,94,","การงาน,การเรียน,การเงิน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านสุขภาพ,ปัญหาด้านความรัก,"
0913602560,1035,"91,13,36,60,02,25,56,60,","การงาน,ประมาท,การเงิน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0991278465,770,"99,91,12,27,78,84,46,65,","ความมั่นคง,การงาน,ประมาท,ความเครียด,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0916202242,148,"91,16,62,20,02,22,24,42,","การงาน,การเรียน,การเงิน,ความรัก,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0914443625,1733,"91,14,44,44,43,36,62,25,","การงาน,การเงิน,การเรียน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านความรัก,"
0910650787,1500,"91,10,06,65,50,07,78,87,","การงาน,ประมาท,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ปัญหาด้านสุขภาพ,"
0912875303,16899,"91,12,28,87,75,53,30,03,","การงาน,ประมาท,ความเครียด,การเงิน,มีปัญหาด้านการเงิน,ปัญหาด้านสุขภาพ,"
0990151840,129,"99,90,01,15,51,18,84,40,","ความมั่นคง,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,ประมาท,การเงิน,ความรัก,การเรียน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0991518840,200,"99,91,15,51,18,88,84,40,","ความมั่นคง,การงาน,การเงิน,ความรัก,การเรียน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ประมาท,ปัญหาด้านความรัก,"
0990151486,195,"99,90,01,15,51,14,48,86,","ความมั่นคง,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,ประมาท,การเงิน,ความรัก,การเรียน,ปัญหาด้านความรัก,มีปัญหาด้านการเงิน,"
9921117584,500,"92,21,11,11,17,75,58,84,","การงาน,ประมาท,ความเครียด,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0912012390,59000,"91,12,20,01,12,23,39,90,","การงาน,ประมาท,ความเครียด,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,การเรียน,ปัญหาด้านสุขภาพ,"
0991675210,200,"99,91,16,67,75,52,21,10,","ความมั่นคง,การงาน,การเรียน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,ประมาท,"
0919625138,500,"91,19,96,62,25,51,13,38,","การงาน,การเงิน,ความรัก,การเรียน,ประมาท,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0991246149,1599,"99,91,12,24,46,61,14,49,","ความมั่นคง,การงาน,ประมาท,ความเครียด,ความรัก,การเรียน,การเงิน,"
0912045658,18000,"91,12,20,04,45,56,65,58,","การงาน,ประมาท,ความเครียด,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,การเรียน,"
9198141438,1400,"19,98,81,14,41,14,43,38,","การงาน,ความมั่นคง,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,การเรียน,ความเครียด,ปัญหาด้านความรัก,"
0919423891,500,"91,19,94,42,23,38,89,91,","การงาน,ความรัก,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0911239701,909,"91,11,12,23,39,97,70,01,","การงาน,ประมาท,ชีวิตอุปสรรค,ความเครียด,ความรัก,การเรียน,การเงิน,ปัญหาด้านสุขภาพ,"
0913500857,500,"91,13,35,50,00,08,85,57,","การงาน,ประมาท,ปัญหาด้านสุขภาพ,มีปัญหาด้านการเงิน,ความเครียด,"
0919267207,300,"91,19,92,26,67,72,20,07,","การงาน,การเงิน,ความรัก,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ปัญหาด้านสุขภาพ,"
0910091916,1299,"91,10,00,09,91,19,91,16,","การงาน,ประมาท,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านสุขภาพ,การเรียน,"
0919376577,489,"91,19,93,37,76,65,57,77,","การงาน,การเรียน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,"
0919343595,249,"91,19,93,34,43,35,59,95,","การงาน,การเรียน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านความรัก,"
0912255072,37500,"91,12,22,25,55,50,07,72,","การงาน,ประมาท,ความเครียด,ความรัก,ปัญหาด้านสุขภาพ,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0990151486,129,"99,90,01,15,51,14,48,86,","ความมั่นคง,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,ประมาท,การเงิน,ความรัก,การเรียน,ปัญหาด้านความรัก,มีปัญหาด้านการเงิน,"
0912961114,16899,"91,12,29,96,61,11,11,14,","การงาน,ประมาท,ความเครียด,การเงิน,การเรียน,ชีวิตอุปสรรค,"
0919404886,300,"91,19,94,40,04,48,88,86,","การงาน,ชีวิตอุปสรรค,ปัญหาด้านความรัก,มีปัญหาด้านการเงิน,ประมาท,"
0919210408,500,"91,19,92,21,10,04,40,08,","การงาน,ประมาท,ความเครียด,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,"
9120437359,6999,"12,20,04,43,37,73,35,59,","ประมาท,ความเครียด,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,การงาน,"
0910856266,320,"91,10,08,85,56,62,26,66,","การงาน,ประมาท,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,การเงิน,ความรัก,"
0912112330,180000,"91,12,21,11,12,23,33,30,","การงาน,ประมาท,ความเครียด,ชีวิตอุปสรรค,ความรัก,ปัญหาด้านสุขภาพ,"
9199836182,185,"19,99,98,83,36,61,18,82,","การงาน,ความมั่นคง,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,การเรียน,ชีวิตอุปสรรค,"
0919375545,300,"91,19,93,37,75,55,54,45,","การงาน,การเรียน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,"
0919403079,2000,"91,19,94,40,03,30,07,79,","การงาน,ชีวิตอุปสรรค,ประมาท,ปัญหาด้านสุขภาพ,การเงิน,"
0912972701,6399,"91,12,29,97,72,27,70,01,","การงาน,ประมาท,ความเครียด,การเงิน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ปัญหาด้านสุขภาพ,"
0912254774,28850,"91,12,22,25,54,47,77,74,","การงาน,ประมาท,ความเครียด,ความรัก,การเงิน,การเรียน,ชีวิตอุปสรรค,"
9109567590,249,"10,09,95,56,67,75,59,90,","ประมาท,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,การเงิน,การงาน,มีปัญหาด้านการเงิน,"
0991285159,1650,"99,91,12,28,85,51,15,59,","ความมั่นคง,การงาน,ประมาท,ความเครียด,การเงิน,ความรัก,การเรียน,"
0993955938,80,"99,93,39,95,55,59,93,38,","ความมั่นคง,การเรียน,การเงิน,การงาน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0990117902,48,"99,90,01,11,17,79,90,02,","ความมั่นคง,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,ประมาท,การเงิน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0912167441,54999,"91,12,21,16,67,74,44,41,","การงาน,ประมาท,ความเครียด,การเรียน,ชีวิตอุปสรรค,"
0912967079,8600,"91,12,29,96,67,70,07,79,","การงาน,ประมาท,ความเครียด,การเงิน,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,"
